,Unnamed: 0,Sentence #,tok,pos,tag
118892,118892,,consonant,JJ,O
118893,118893,,slots,NNS,B-OBJ
118894,118894,,.,.,O
118895,118895,6274.0,I,PRP,O
118896,118896,,solder,VB,O
118897,118897,,a,DT,O
118898,118898,,wire,NN,O
118899,118899,,onto,IN,O
118900,118900,,the,DT,O
118901,118901,,rivet,NN,B-SUBJ
118902,118902,,of,IN,O
118903,118903,,the,DT,O
118904,118904,,chassis,NN,O
118905,118905,,ground,NN,O
118906,118906,,truck,NN,B-OBJ
118907,118907,,",",",",O
118908,118908,,run,VB,O
118909,118909,,it,PRP,O
118910,118910,,into,IN,O
118911,118911,,the,DT,O
118912,118912,,searchlight,NN,O
118913,118913,,",",",",O
118914,118914,,and,CC,O
118915,118915,,connect,VB,O
118916,118916,,the,DT,O
118917,118917,,other,JJ,O
118918,118918,,end,NN,O
118919,118919,,of,IN,O
118920,118920,,the,DT,O
118921,118921,,wire,NN,O
118922,118922,,to,TO,O
118923,118923,,the,DT,O
118924,118924,,rear,NN,O
118925,118925,,of,IN,O
118926,118926,,the,DT,O
118927,118927,,lamp,NN,O
118928,118928,,socket,NN,O
118929,118929,,.,.,O
118930,118930,6275.0,Five,CD,O
118931,118931,,ancient,JJ,O
118932,118932,,temples,NNS,B-SUBJ
118933,118933,,have,VBP,O
118934,118934,,fallen,VBN,O
118935,118935,,into,IN,O
118936,118936,,disrepair,NN,B-OBJ
118937,118937,,.,.,O
118938,118938,6276.0,The,DT,O
118939,118939,,request,NN,O
118940,118940,,to,TO,O
118941,118941,,alter,VB,O
118942,118942,,the,DT,O
118943,118943,,voice,NN,O
118944,118944,,to,TO,O
118945,118945,,a,DT,O
118946,118946,,great,JJ,O
118947,118947,,extent,NN,O
118948,118948,,has,VBZ,O
118949,118949,,resulted,VBN,O
118950,118950,,in,IN,O
118951,118951,,exaggerated,JJ,O
118952,118952,,deviations,NNS,O
118953,118953,,from,IN,O
118954,118954,,the,DT,O
118955,118955,,``,``,O
118956,118956,,normally,NN,O
118957,118957,,'','',O
118958,118958,,accepted,VBN,O
118959,118959,,opera,NN,O
118960,118960,,singer,NN,B-SUBJ
118961,118961,,'s,POS,O
118962,118962,,timbre,NN,B-OBJ
118963,118963,,.,.,O
118964,118964,6277.0,A,DT,O
118965,118965,,huge,JJ,O
118966,118966,,percentage,NN,O
118967,118967,,of,IN,O
118968,118968,,the,DT,O
118969,118969,,United,NNP,O
118970,118970,,States,NNPS,O
118971,118971,,government,NN,B-SUBJ
118972,118972,,was,VBD,O
118973,118973,,from,IN,O
118974,118974,,a,DT,O
118975,118975,,Greek,JJ,O
118976,118976,,organization,NN,B-OBJ
118977,118977,,along,IN,O
118978,118978,,with,IN,O
118979,118979,,many,JJ,O
118980,118980,,presidents,NNS,O
118981,118981,,being,VBG,O
118982,118982,,from,IN,O
118983,118983,,Greek,JJ,O
118984,118984,,organizations,NNS,O
118985,118985,,.,.,O
118986,118986,6278.0,The,DT,O
118987,118987,,file,NN,B-SUBJ
118988,118988,,contains,VBZ,O
118989,118989,,a,DT,O
118990,118990,,description,NN,O
118991,118991,,of,IN,O
118992,118992,,the,DT,O
118993,118993,,settings,NNS,B-OBJ
118994,118994,,that,WDT,O
118995,118995,,can,MD,O
118996,118996,,be,VB,O
118997,118997,,altered,VBN,O
118998,118998,,.,.,O
118999,118999,6279.0,The,DT,O
119000,119000,,reindeer,NN,B-SUBJ
119001,119001,,made,VBD,O
119002,119002,,his,PRP$,O
119003,119003,,television,NN,O
119004,119004,,debut,NN,B-OBJ
119005,119005,,on,IN,O
119006,119006,,NBC,NNP,O
119007,119007,,in,IN,O
119008,119008,,1964,CD,O
119009,119009,,",",",",O
119010,119010,,when,WRB,O
119011,119011,,Rankin/Bass,NNP,O
119012,119012,,produced,VBD,O
119013,119013,,a,DT,O
119014,119014,,stop-motion,JJ,O
119015,119015,,animated,JJ,O
119016,119016,,TV,NN,O
119017,119017,,special,NN,O
119018,119018,,.,.,O
119019,119019,6280.0,A,DT,O
119020,119020,,phalanx,NN,B-SUBJ
119021,119021,,of,IN,O
119022,119022,,umbrellas,NNS,B-OBJ
119023,119023,,followed,VBD,O
119024,119024,,the,DT,O
119025,119025,,casket,NN,O
119026,119026,,toward,IN,O
119027,119027,,the,DT,O
119028,119028,,gravesite,NN,O
119029,119029,,.,.,O
119030,119030,6281.0,The,DT,O
119031,119031,,discussion,NN,B-SUBJ
119032,119032,,here,RB,O
119033,119033,,has,VBZ,O
119034,119034,,made,VBN,O
119035,119035,,extensive,JJ,O
119036,119036,,reference,NN,O
119037,119037,,to,TO,O
119038,119038,,the,DT,O
119039,119039,,contrasts,NN,B-OBJ
119040,119040,,between,IN,O
119041,119041,,systems,NNS,O
119042,119042,,.,.,O
119043,119043,6282.0,Sotheby,NNP,O
119044,119044,,'s,POS,O
119045,119045,,yesterday,NN,O
119046,119046,,in,IN,O
119047,119047,,Hong,NNP,O
119048,119048,,Kong,NNP,O
119049,119049,,sold,VBD,O
119050,119050,,a,DT,O
119051,119051,,diamond,NN,B-SUBJ
119052,119052,,ring,VBP,B-OBJ
119053,119053,,containing,VBG,O
119054,119054,,a,DT,O
119055,119055,,8.74,CD,O
119056,119056,,carat,NN,O
119057,119057,,blue,NN,O
119058,119058,,diamond,NN,O
119059,119059,,for,IN,O
119060,119060,,3.5,CD,O
119061,119061,,m,NN,O
119062,119062,,pounds,NNS,O
119063,119063,,.,.,O
119064,119064,6283.0,A,DT,O
119065,119065,,small,JJ,O
119066,119066,,piece,NN,B-SUBJ
119067,119067,,of,IN,O
119068,119068,,rock,NN,O
119069,119069,,landed,VBD,O
119070,119070,,into,IN,O
119071,119071,,the,DT,O
119072,119072,,trunk,NN,B-OBJ
119073,119073,,.,.,O
119074,119074,6284.0,Edmund,NNP,O
119075,119075,,produced,VBD,O
119076,119076,,a,DT,O
119077,119077,,small,JJ,O
119078,119078,,",",",",O
119079,119079,,green,JJ,O
119080,119080,,spiral,NN,O
119081,119081,,notebook,NN,O
119082,119082,,from,IN,O
119083,119083,,the,DT,O
119084,119084,,back,JJ,O
119085,119085,,pocket,NN,B-SUBJ
119086,119086,,of,IN,O
119087,119087,,his,PRP$,O
119088,119088,,jeans,NNS,B-OBJ
119089,119089,,.,.,O
119090,119090,6285.0,The,DT,O
119091,119091,,case,NN,B-SUBJ
119092,119092,,studies,NNS,I-SUBJ
119093,119093,,detail,NN,O
119094,119094,,where,WRB,O
119095,119095,,refugees,NNS,B-OBJ
119096,119096,,come,VBP,O
119097,119097,,from,IN,O
119098,119098,,now,RB,O
119099,119099,,and,CC,O
119100,119100,,in,IN,O
119101,119101,,the,DT,O
119102,119102,,past,NN,O
119103,119103,,.,.,O
119104,119104,6286.0,The,DT,O
119105,119105,,ice,NN,B-SUBJ
119106,119106,,was,VBD,O
119107,119107,,contained,VBN,O
119108,119108,,in,IN,O
119109,119109,,a,DT,O
119110,119110,,10,CD,O
119111,119111,,cm,NN,O
119112,119112,,thick,JJ,O
119113,119113,,insulating,VBG,O
119114,119114,,foam-lined,JJ,O
119115,119115,,box,NN,B-OBJ
119116,119116,,.,.,O
119117,119117,6287.0,The,DT,O
119118,119118,,set,NN,B-SUBJ
119119,119119,,of,IN,O
119120,119120,,hyperreal,JJ,O
119121,119121,,numbers,NNS,B-OBJ
119122,119122,,satisfies,VBZ,O
119123,119123,,the,DT,O
119124,119124,,same,JJ,O
119125,119125,,first,JJ,O
119126,119126,,order,NN,O
119127,119127,,sentences,NNS,O
119128,119128,,as,IN,O
119129,119129,,R,NN,O
119130,119130,,.,.,O
119131,119131,6288.0,That,DT,O
119132,119132,,looked,VBD,O
119133,119133,,like,IN,O
119134,119134,,an,DT,O
119135,119135,,equally,RB,O
119136,119136,,impenetrable,JJ,O
119137,119137,,city,NN,O
119138,119138,,jungle,NN,B-SUBJ
119139,119139,,of,IN,O
119140,119140,,wagons,NNS,B-OBJ
119141,119141,,",",",",O
119142,119142,,horses,NNS,O
119143,119143,,",",",",O
119144,119144,,small,JJ,O
119145,119145,,tents,NNS,O
119146,119146,,",",",",O
119147,119147,,and,CC,O
119148,119148,,humanity,NN,O
119149,119149,,.,.,O
119150,119150,6289.0,A,DT,O
119151,119151,,greedy,JJ,O
119152,119152,,real,JJ,O
119153,119153,,estate,NN,O
119154,119154,,developer,NN,O
119155,119155,,has,VBZ,O
119156,119156,,released,VBN,O
119157,119157,,toxins,NNS,B-SUBJ
119158,119158,,into,IN,O
119159,119159,,the,DT,O
119160,119160,,ocean,NN,B-OBJ
119161,119161,,.,.,O
119162,119162,6290.0,Mr,NNP,O
119163,119163,,Clinton,NNP,O
119164,119164,,made,VBD,O
119165,119165,,the,DT,O
119166,119166,,request,NN,B-SUBJ
119167,119167,,in,IN,O
119168,119168,,a,DT,O
119169,119169,,twenty-minute,JJ,O
119170,119170,,phone,NN,B-OBJ
119171,119171,,call,NN,I-OBJ
119172,119172,,to,TO,O
119173,119173,,the,DT,O
119174,119174,,prime,JJ,O
119175,119175,,minister,NN,O
119176,119176,,",",",",O
119177,119177,,John,NNP,O
119178,119178,,Howard,NNP,O
119179,119179,,.,.,O
119180,119180,6291.0,The,DT,O
119181,119181,,letter,NN,B-SUBJ
119182,119182,,was,VBD,O
119183,119183,,contained,VBN,O
119184,119184,,in,IN,O
119185,119185,,a,DT,O
119186,119186,,stamped,JJ,O
119187,119187,,envelope,NN,B-OBJ
119188,119188,,of,IN,O
119189,119189,,the,DT,O
119190,119190,,type,NN,O
119191,119191,,sold,VBN,O
119192,119192,,in,IN,O
119193,119193,,the,DT,O
119194,119194,,South,NNP,O
119195,119195,,Dakota,NNP,O
119196,119196,,state,NN,O
119197,119197,,penitentiary,NN,O
119198,119198,,commissary,NN,O
119199,119199,,.,.,O
119200,119200,6292.0,We,PRP,O
119201,119201,,have,VBP,O
119202,119202,,provided,VBN,O
119203,119203,,detailed,JJ,O
119204,119204,,instructions,NNS,B-SUBJ
119205,119205,,setting,VBG,O
119206,119206,,out,RP,O
119207,119207,,each,DT,O
119208,119208,,step,NN,B-OBJ
119209,119209,,you,PRP,O
119210,119210,,need,VBP,O
119211,119211,,to,TO,O
119212,119212,,follow,VB,O
119213,119213,,in,IN,O
119214,119214,,order,NN,O
119215,119215,,to,TO,O
119216,119216,,carry,VB,O
119217,119217,,out,RP,O
119218,119218,,your,PRP$,O
119219,119219,,own,JJ,O
119220,119220,,DNA,NN,O
119221,119221,,sample,NN,O
119222,119222,,collection,NN,O
119223,119223,,.,.,O
119224,119224,6293.0,For,IN,O
119225,119225,,the,DT,O
119226,119226,,present,NN,O
119227,119227,,",",",",O
119228,119228,,the,DT,O
119229,119229,,religious,JJ,O
119230,119230,,conception,NN,B-SUBJ
119231,119231,,uprises,VBZ,O
119232,119232,,from,IN,O
119233,119233,,the,DT,O
119234,119234,,human,JJ,O
119235,119235,,intellect,NN,B-OBJ
119236,119236,,.,.,O
119237,119237,6294.0,This,DT,O
119238,119238,,apartment,NN,B-SUBJ
119239,119239,,has,VBZ,O
119240,119240,,a,DT,O
119241,119241,,lounge,NN,B-OBJ
119242,119242,,area,NN,I-OBJ
119243,119243,,with,IN,O
119244,119244,,1,CD,O
119245,119245,,sofa,NN,O
119246,119246,,bed,NN,O
119247,119247,,and,CC,O
119248,119248,,a,DT,O
119249,119249,,separate,JJ,O
119250,119250,,bedroom,NN,O
119251,119251,,with,IN,O
119252,119252,,1,CD,O
119253,119253,,double,JJ,O
119254,119254,,bed,NN,O
119255,119255,,-LRB-,-LRB-,O
119256,119256,,twin,JJ,O
119257,119257,,beds,NNS,O
119258,119258,,not,RB,O
119259,119259,,available,JJ,O
119260,119260,,-RRB-,-RRB-,O
119261,119261,,.,.,O
119262,119262,6295.0,People,NNS,O
119263,119263,,walk,VBP,O
119264,119264,,past,IN,O
119265,119265,,a,DT,O
119266,119266,,poster,NN,B-SUBJ
119267,119267,,advertising,VBG,O
119268,119268,,a,DT,O
119269,119269,,luxury,NN,O
119270,119270,,fashion,NN,B-OBJ
119271,119271,,brand,NN,I-OBJ
119272,119272,,on,IN,O
119273,119273,,a,DT,O
119274,119274,,main,JJ,O
119275,119275,,street,NN,O
119276,119276,,in,IN,O
119277,119277,,Shanghai,NNP,O
119278,119278,,.,.,O
119279,119279,6296.0,The,DT,O
119280,119280,,newspaper,NN,B-SUBJ
119281,119281,,gave,VBD,O
119282,119282,,extensive,JJ,O
119283,119283,,coverage,NN,O
119284,119284,,to,TO,O
119285,119285,,a,DT,O
119286,119286,,broad,JJ,O
119287,119287,,range,NN,O
119288,119288,,of,IN,O
119289,119289,,feminist,JJ,B-OBJ
119290,119290,,issues,NNS,I-OBJ
119291,119291,,.,.,O
119292,119292,6297.0,Scientists,NNS,O
119293,119293,,have,VBP,O
119294,119294,,put,VBN,O
119295,119295,,sensors,NNS,B-SUBJ
119296,119296,,into,IN,O
119297,119297,,mobile,JJ,B-OBJ
119298,119298,,phones,NNS,I-OBJ
119299,119299,,.,.,O
119300,119300,6298.0,The,DT,O
119301,119301,,parable,NN,B-SUBJ
119302,119302,,related,VBD,O
119303,119303,,the,DT,O
119304,119304,,rewards,NNS,B-OBJ
119305,119305,,for,IN,O
119306,119306,,those,DT,O
119307,119307,,who,WP,O
119308,119308,,invested,VBD,O
119309,119309,,successfully,RB,O
119310,119310,,and,CC,O
119311,119311,,the,DT,O
119312,119312,,punishment,NN,O
119313,119313,,for,IN,O
119314,119314,,those,DT,O
119315,119315,,who,WP,O
119316,119316,,did,VBD,O
119317,119317,,not,RB,O
119318,119318,,.,.,O
119319,119319,6299.0,In,IN,O
119320,119320,,the,DT,O
119321,119321,,film,NN,O
119322,119322,,",",",",O
119323,119323,,Howell,NNP,O
119324,119324,,plays,VBZ,O
119325,119325,,a,DT,O
119326,119326,,cop,NN,O
119327,119327,,who,WP,O
119328,119328,,gets,VBZ,O
119329,119329,,involved,VBN,O
119330,119330,,with,IN,O
119331,119331,,a,DT,O
119332,119332,,murder,NN,O
119333,119333,,witness,NN,O
119334,119334,,",",",",O
119335,119335,,only,RB,O
119336,119336,,to,TO,O
119337,119337,,find,VB,O
119338,119338,,out,RP,O
119339,119339,,that,IN,O
119340,119340,,she,PRP,O
119341,119341,,'s,VBZ,O
119342,119342,,part,NN,O
119343,119343,,of,IN,O
119344,119344,,an,DT,O
119345,119345,,international,JJ,O
119346,119346,,ring,NN,B-SUBJ
119347,119347,,of,IN,O
119348,119348,,sex-for-hire,JJ,O
119349,119349,,beauties,NNS,B-OBJ
119350,119350,,.,.,O
119351,119351,6300.0,When,WRB,O
119352,119352,,these,DT,O
119353,119353,,fuels,NNS,O
119354,119354,,are,VBP,O
119355,119355,,burned,VBN,O
119356,119356,,",",",",O
119357,119357,,they,PRP,O
119358,119358,,create,VBP,O
119359,119359,,air,NN,O
119360,119360,,pollution,NN,B-SUBJ
119361,119361,,that,WDT,O
119362,119362,,contributes,VBZ,O
119363,119363,,to,TO,O
119364,119364,,global,JJ,O
119365,119365,,warming,NN,O
119366,119366,,and,CC,O
119367,119367,,causes,VBZ,O
119368,119368,,smog,JJ,O
119369,119369,,",",",",O
119370,119370,,acid,JJ,O
119371,119371,,rain,NN,O
119372,119372,,and,CC,O
119373,119373,,respiratory,NN,O
119374,119374,,disease,NN,B-OBJ
119375,119375,,.,.,O
119376,119376,6301.0,The,DT,O
119377,119377,,car,NN,B-SUBJ
119378,119378,,kit,NN,I-SUBJ
119379,119379,,has,VBZ,O
119380,119380,,a,DT,O
119381,119381,,GPS,NNP,O
119382,119382,,receiver,NN,B-OBJ
119383,119383,,built,VBN,O
119384,119384,,in,IN,O
119385,119385,,that,WDT,O
119386,119386,,is,VBZ,O
119387,119387,,better,JJR,O
119388,119388,,than,IN,O
119389,119389,,the,DT,O
119390,119390,,iPhone,NNP,O
119391,119391,,'s,POS,O
119392,119392,,.,.,O
119393,119393,6302.0,The,DT,O
119394,119394,,Financial,NNP,O
119395,119395,,Regulator,NNP,O
119396,119396,,today,NN,O
119397,119397,,amended,VBD,O
119398,119398,,the,DT,O
119399,119399,,code,NN,O
119400,119400,,of,IN,O
119401,119401,,conduct,NN,O
119402,119402,,of,IN,O
119403,119403,,mortgage,NN,O
119404,119404,,arrears,NNS,O
119405,119405,,by,IN,O
119406,119406,,increasing,VBG,O
119407,119407,,the,DT,O
119408,119408,,moratorium,NN,B-SUBJ
119409,119409,,from,IN,O
119410,119410,,six,CD,O
119411,119411,,months,NNS,B-OBJ
119412,119412,,to,TO,O
119413,119413,,12,CD,O
119414,119414,,months,NNS,O
119415,119415,,.,.,O
119416,119416,6303.0,This,DT,O
119417,119417,,issue,NN,B-SUBJ
119418,119418,,has,VBZ,O
119419,119419,,been,VBN,O
119420,119420,,sent,VBN,O
119421,119421,,to,TO,O
119422,119422,,the,DT,O
119423,119423,,printer,NN,B-OBJ
119424,119424,,.,.,O
119425,119425,6304.0,He,PRP,O
119426,119426,,put,VBD,O
119427,119427,,a,DT,O
119428,119428,,sample,NN,B-SUBJ
119429,119429,,into,IN,O
119430,119430,,a,DT,O
119431,119431,,funnel,NN,B-OBJ
119432,119432,,and,CC,O
119433,119433,,",",",",O
119434,119434,,after,IN,O
119435,119435,,giving,VBG,O
119436,119436,,it,PRP,O
119437,119437,,three,CD,O
119438,119438,,years,NNS,O
119439,119439,,to,TO,O
119440,119440,,settle,VB,O
119441,119441,,",",",",O
119442,119442,,sealed,VBD,O
119443,119443,,everything,NN,O
119444,119444,,in,IN,O
119445,119445,,a,DT,O
119446,119446,,glass,NN,O
119447,119447,,jar,NN,O
119448,119448,,.,.,O
119449,119449,6305.0,Remains,NNS,B-SUBJ
119450,119450,,from,IN,O
119451,119451,,ancient,JJ,O
119452,119452,,epochs,NNS,B-OBJ
119453,119453,,are,VBP,O
119454,119454,,discernible,VBG,O
119455,119455,,in,IN,O
119456,119456,,the,DT,O
119457,119457,,village,NN,O
119458,119458,,vicinities,NNS,O
119459,119459,,-,:,O
119460,119460,,to,TO,O
119461,119461,,the,DT,O
119462,119462,,north,NN,O
119463,119463,,of,IN,O
119464,119464,,the,DT,O
119465,119465,,village,NN,O
119466,119466,,",",",",O
119467,119467,,in,IN,O
119468,119468,,the,DT,O
119469,119469,,location,NN,O
119470,119470,,of,IN,O
119471,119471,,``,``,O
119472,119472,,Gradishteto,NNP,O
119473,119473,,'','',O
119474,119474,,",",",",O
119475,119475,,lie,VBP,O
119476,119476,,the,DT,O
119477,119477,,ruins,NNS,O
119478,119478,,of,IN,O
119479,119479,,a,DT,O
119480,119480,,Thracian,NNP,O
119481,119481,,and,CC,O
119482,119482,,late,JJ,O
119483,119483,,antique,NN,O
119484,119484,,fortresses,NNS,O
119485,119485,,",",",",O
119486,119486,,Thracian,NNP,O
119487,119487,,mounds,NNS,O
119488,119488,,and,CC,O
119489,119489,,objects,NNS,O
119490,119490,,",",",",O
119491,119491,,bearing,VBG,O
119492,119492,,witness,NN,O
119493,119493,,to,TO,O
119494,119494,,ancient,JJ,O
119495,119495,,metallurgy,NN,O
119496,119496,,.,.,O
119497,119497,6306.0,Norway,NNP,O
119498,119498,,sent,VBD,O
119499,119499,,a,DT,O
119500,119500,,delegation,NN,B-SUBJ
119501,119501,,to,TO,O
119502,119502,,the,DT,O
119503,119503,,Madagascar,NNP,O
119504,119504,,government,NN,B-OBJ
119505,119505,,.,.,O
119506,119506,6307.0,Today,NN,O
119507,119507,,",",",",O
119508,119508,,on,IN,O
119509,119509,,the,DT,O
119510,119510,,way,NN,O
119511,119511,,to,TO,O
119512,119512,,work,VB,O
119513,119513,,",",",",O
119514,119514,,I,PRP,O
119515,119515,,saw,VBD,O
119516,119516,,a,DT,O
119517,119517,,shrewdness,NNS,B-SUBJ
119518,119518,,of,IN,O
119519,119519,,pink,JJ,O
119520,119520,,apes,NNS,B-OBJ
119521,119521,,being,VBG,O
119522,119522,,chased,VBD,O
119523,119523,,by,IN,O
119524,119524,,a,DT,O
119525,119525,,colony,NN,O
119526,119526,,of,IN,O
119527,119527,,noctiphobic,JJ,O
119528,119528,,bats,NNS,O
119529,119529,,.,.,O
119530,119530,6308.0,In,IN,O
119531,119531,,psychology,NN,O
119532,119532,,",",",",O
119533,119533,,Eysenck,NNP,O
119534,119534,,Personality,NNP,O
119535,119535,,Questionnaire,NNP,O
119536,119536,,-LRB-,-LRB-,O
119537,119537,,EPQ,NNP,O
119538,119538,,-RRB-,-RRB-,O
119539,119539,,is,VBZ,O
119540,119540,,a,DT,O
119541,119541,,questionnaire,NN,B-SUBJ
119542,119542,,to,TO,O
119543,119543,,assess,VB,O
119544,119544,,the,DT,O
119545,119545,,personality,NN,O
119546,119546,,traits,NNS,B-OBJ
119547,119547,,of,IN,O
119548,119548,,a,DT,O
119549,119549,,person,NN,O
119550,119550,,.,.,O
119551,119551,6309.0,My,PRP$,O
119552,119552,,friend,NN,O
119553,119553,,got,VBD,O
119554,119554,,a,DT,O
119555,119555,,rash,NN,B-SUBJ
119556,119556,,from,IN,O
119557,119557,,a,DT,O
119558,119558,,mosquito,NN,O
119559,119559,,bite,NN,B-OBJ
119560,119560,,and,CC,O
119561,119561,,Westcort,NNP,O
119562,119562,,helped,VBD,O
119563,119563,,her,PRP,O
119564,119564,,but,CC,O
119565,119565,,it,PRP,O
119566,119566,,left,VBD,O
119567,119567,,a,DT,O
119568,119568,,scar,NN,O
119569,119569,,so,IN,O
119570,119570,,she,PRP,O
119571,119571,,also,RB,O
119572,119572,,put,VBD,O
119573,119573,,on,IN,O
119574,119574,,Mederma,NNP,O
119575,119575,,after,IN,O
119576,119576,,the,DT,O
119577,119577,,rash,NN,O
119578,119578,,went,VBD,O
119579,119579,,away,RP,O
119580,119580,,.,.,O
119581,119581,6310.0,It,PRP,O
119582,119582,,really,RB,O
119583,119583,,underscores,VBZ,O
119584,119584,,everything,NN,O
119585,119585,,in,IN,O
119586,119586,,the,DT,O
119587,119587,,pro-life,JJ,O
119588,119588,,movement,NN,O
119589,119589,,",",",",O
119590,119590,,that,IN,O
119591,119591,,abortion,NN,B-SUBJ
119592,119592,,is,VBZ,O
119593,119593,,part,NN,O
119594,119594,,of,IN,O
119595,119595,,a,DT,O
119596,119596,,very,RB,O
119597,119597,,sad,JJ,O
119598,119598,,story,NN,B-OBJ
119599,119599,,for,IN,O
119600,119600,,women,NNS,O
119601,119601,,.,.,O
119602,119602,6311.0,Engineers,NNS,B-SUBJ
119603,119603,,manually,RB,O
119604,119604,,manufacture,VBP,O
119605,119605,,parts,NNS,B-OBJ
119606,119606,,in,IN,O
119607,119607,,the,DT,O
119608,119608,,areas,NNS,O
119609,119609,,of,IN,O
119610,119610,,applied,JJ,O
119611,119611,,spray,NN,O
119612,119612,,coatings,NNS,O
119613,119613,,",",",",O
119614,119614,,finishes,NNS,O
119615,119615,,",",",",O
119616,119616,,and,CC,O
119617,119617,,other,JJ,O
119618,119618,,processes,NNS,O
119619,119619,,that,WDT,O
119620,119620,,can,MD,O
119621,119621,,not,RB,O
119622,119622,,economically,RB,O
119623,119623,,or,CC,O
119624,119624,,practically,RB,O
119625,119625,,be,VB,O
119626,119626,,done,VBN,O
119627,119627,,by,IN,O
119628,119628,,a,DT,O
119629,119629,,machine,NN,O
119630,119630,,.,.,O
119631,119631,6312.0,Second,LS,O
119632,119632,,",",",",O
119633,119633,,the,DT,O
119634,119634,,car,NN,B-SUBJ
119635,119635,,was,VBD,O
119636,119636,,in,IN,O
119637,119637,,a,DT,O
119638,119638,,crate,NN,B-OBJ
119639,119639,,",",",",O
119640,119640,,so,IN,O
119641,119641,,no,DT,O
119642,119642,,one,NN,O
119643,119643,,would,MD,O
119644,119644,,have,VB,O
119645,119645,,been,VBN,O
119646,119646,,able,JJ,O
119647,119647,,to,TO,O
119648,119648,,climb,VB,O
119649,119649,,into,IN,O
119650,119650,,it,PRP,O
119651,119651,,even,RB,O
119652,119652,,if,IN,O
119653,119653,,he/she,NN,O
119654,119654,,had,VBD,O
119655,119655,,found,VBN,O
119656,119656,,a,DT,O
119657,119657,,way,NN,O
119658,119658,,into,IN,O
119659,119659,,the,DT,O
119660,119660,,cargo,NN,O
119661,119661,,hold,NN,O
119662,119662,,.,.,O
119663,119663,6313.0,The,DT,O
119664,119664,,floating,VBG,O
119665,119665,,zenith,NN,O
119666,119666,,telescope,NN,B-SUBJ
119667,119667,,has,VBZ,O
119668,119668,,come,VBN,O
119669,119669,,into,IN,O
119670,119670,,formal,JJ,O
119671,119671,,observatory,NN,O
119672,119672,,routine,NN,B-OBJ
119673,119673,,since,IN,O
119674,119674,,September,NNP,O
119675,119675,,.,.,O
119676,119676,6314.0,She,PRP,O
119677,119677,,marked,VBD,O
119678,119678,,the,DT,O
119679,119679,,handle,NN,B-SUBJ
119680,119680,,of,IN,O
119681,119681,,the,DT,O
119682,119682,,mop,NN,B-OBJ
119683,119683,,used,VBN,O
119684,119684,,for,IN,O
119685,119685,,washing,VBG,O
119686,119686,,with,IN,O
119687,119687,,red,JJ,O
119688,119688,,duct,NN,O
119689,119689,,tape,NN,O
119690,119690,,to,TO,O
119691,119691,,prevent,VB,O
119692,119692,,mixing,VBG,O
119693,119693,,up,RP,O
119694,119694,,mops,NNS,O
119695,119695,,when,WRB,O
119696,119696,,working,VBG,O
119697,119697,,.,.,O
119698,119698,6315.0,An,DT,O
119699,119699,,elite,JJ,O
119700,119700,,U.S.,NNP,O
119701,119701,,Army,NNP,O
119702,119702,,study,NN,O
119703,119703,,center,NN,B-SUBJ
119704,119704,,has,VBZ,O
119705,119705,,devised,VBN,O
119706,119706,,a,DT,O
119707,119707,,plan,NN,B-OBJ
119708,119708,,for,IN,O
119709,119709,,enforcing,VBG,O
119710,119710,,a,DT,O
119711,119711,,major,JJ,O
119712,119712,,Israeli-Palestinian,JJ,O
119713,119713,,peace,NN,O
119714,119714,,accord,NN,O
119715,119715,,that,WDT,O
119716,119716,,requires,VBZ,O
119717,119717,,about,RB,O
119718,119718,,20000,CD,O
119719,119719,,well-armed,JJ,O
119720,119720,,troops,NNS,O
119721,119721,,.,.,O
119722,119722,6316.0,The,DT,O
119723,119723,,various,JJ,O
119724,119724,,sensors,NNS,B-SUBJ
119725,119725,,and,CC,O
119726,119726,,fuses,NNS,O
119727,119727,,of,IN,O
119728,119728,,this,DT,O
119729,119729,,coffeemaker,NN,B-OBJ
119730,119730,,lie,VBP,O
119731,119731,,in,IN,O
119732,119732,,the,DT,O
119733,119733,,white,JJ,O
119734,119734,,sheathing,NN,O
119735,119735,,bridging,VBG,O
119736,119736,,the,DT,O
119737,119737,,heating,NN,O
119738,119738,,element,NN,O
119739,119739,,.,.,O
119740,119740,6317.0,He,PRP,O
119741,119741,,poured,VBD,O
119742,119742,,flour,NN,B-SUBJ
119743,119743,,into,IN,O
119744,119744,,the,DT,O
119745,119745,,tuba,NN,B-OBJ
119746,119746,,of,IN,O
119747,119747,,an,DT,O
119748,119748,,orchestra,NN,O
119749,119749,,collegue,NN,O
119750,119750,,.,.,O
119751,119751,6318.0,These,DT,O
119752,119752,,germs,NNS,B-SUBJ
119753,119753,,cause,VBP,O
119754,119754,,illnesses,NNS,O
119755,119755,,ranging,VBG,O
119756,119756,,from,IN,O
119757,119757,,common,JJ,O
119758,119758,,ailments,NNS,O
119759,119759,,",",",",O
119760,119760,,like,IN,O
119761,119761,,the,DT,O
119762,119762,,cold,NN,O
119763,119763,,and,CC,O
119764,119764,,flu,NN,B-OBJ
119765,119765,,",",",",O
119766,119766,,to,TO,O
119767,119767,,disabling,VBG,O
119768,119768,,.,.,O
119769,119769,6319.0,Like,IN,O
119770,119770,,the,DT,O
119771,119771,,Bosch,NNP,O
119772,119772,,",",",",O
119773,119773,,this,DT,O
119774,119774,,dishwasher,NN,B-SUBJ
