,Sentence #,tok,pos,tag
114494,,",",",",O
114495,,the,DT,O
114496,,lamb,NN,O
114497,,shank,NN,O
114498,,tasted,VBD,O
114499,,like,IN,O
114500,,it,PRP,O
114501,,was,VBD,O
114502,,cooked,VBN,O
114503,,in,IN,O
114504,,canned,VBN,O
114505,,tomato,NN,B-SUBJ
114506,,sauce,NN,B-OBJ
114507,,.,.,O
114508,6026,The,DT,O
114509,,disease,NN,B-SUBJ
114510,,was,VBD,O
114511,,transmitted,VBN,O
114512,,on,IN,O
114513,,to,TO,O
114514,,another,DT,O
114515,,patient,NN,B-OBJ
114516,,by,IN,O
114517,,skin,NN,O
114518,,.,.,O
114519,6027,The,DT,O
114520,,bridges,NNS,B-SUBJ
114521,,of,IN,O
114522,,a,DT,O
114523,,koto,NN,O
114524,,",",",",O
114525,,on,IN,O
114526,,the,DT,O
114527,,other,JJ,O
114528,,hand,NN,O
114529,,",",",",O
114530,,are,VBP,O
114531,,moved,VBN,O
114532,,by,IN,O
114533,,the,DT,O
114534,,player,NN,B-OBJ
114535,,",",",",O
114536,,in,IN,O
114537,,the,DT,O
114538,,course,NN,O
114539,,of,IN,O
114540,,a,DT,O
114541,,single,JJ,O
114542,,piece,NN,O
114543,,of,IN,O
114544,,music,NN,O
114545,,.,.,O
114546,6028,The,DT,O
114547,,liver,NN,B-SUBJ
114548,,is,VBZ,O
114549,,responsible,JJ,O
114550,,for,IN,O
114551,,production,NN,O
114552,,of,IN,O
114553,,biochemicals,NNS,B-OBJ
114554,,necessary,JJ,O
114555,,for,IN,O
114556,,digestion,NN,O
114557,,.,.,O
114558,6029,The,DT,O
114559,,increased,VBN,O
114560,,spending,NN,B-SUBJ
114561,,caused,VBD,O
114562,,a,DT,O
114563,,strain,NN,B-OBJ
114564,,on,IN,O
114565,,the,DT,O
114566,,state,NN,O
114567,,treasury,NN,O
114568,,as,IN,O
114569,,the,DT,O
114570,,Sultan,NNP,O
114571,,was,VBD,O
114572,,spending,VBG,O
114573,,increasing,VBG,O
114574,,amounts,NNS,O
114575,,of,IN,O
114576,,time,NN,O
114577,,in,IN,O
114578,,the,DT,O
114579,,harem,NN,O
114580,,rather,RB,O
114581,,than,IN,O
114582,,leading,VBG,O
114583,,the,DT,O
114584,,people,NNS,O
114585,,.,.,O
114586,6030,That,DT,O
114587,,episode,NN,B-SUBJ
114588,,also,RB,O
114589,,reflected,VBD,O
114590,,on,IN,O
114591,,the,DT,O
114592,,1992,CD,O
114593,,Los,NNP,O
114594,,Angeles,NNP,O
114595,,riots,NNS,B-OBJ
114596,,.,.,O
114597,6031,My,PRP$,O
114598,,earliest,JJS,O
114599,,research,NN,O
114600,,interest,NN,B-SUBJ
114601,,stemmed,VBD,O
114602,,from,IN,O
114603,,an,DT,O
114604,,internship,NN,B-OBJ
114605,,at,IN,O
114606,,Tall,NNP,O
114607,,Timbers,NNP,O
114608,,.,.,O
114609,6032,Here,RB,O
114610,,are,VBP,O
114611,,some,DT,O
114612,,ways,NNS,O
114613,,to,TO,O
114614,,avoid,VB,O
114615,,mindless,JJ,O
114616,,eating,NN,O
114617,,and,CC,O
114618,,boost,VB,O
114619,,your,PRP$,O
114620,,weight,NN,O
114621,,loss,NN,B-SUBJ
114622,,from,IN,O
114623,,running,VBG,B-OBJ
114624,,.,.,O
114625,6033,Adding,VBG,O
114626,,a,DT,O
114627,,staysail,NN,O
114628,,gives,VBZ,O
114629,,a,DT,O
114630,,boat,NN,B-SUBJ
114631,,a,DT,O
114632,,small,JJ,O
114633,,jib,NN,B-OBJ
114634,,that,WDT,O
114635,,can,MD,O
114636,,balance,VB,O
114637,,the,DT,O
114638,,boat,NN,O
114639,,in,IN,O
114640,,heavier,JJR,O
114641,,wind,NN,O
114642,,and,CC,O
114643,,sea,NN,O
114644,,conditions,NNS,O
114645,,.,.,O
114646,6034,This,DT,O
114647,,statement,NN,B-SUBJ
114648,,pointed,VBD,O
114649,,toward,IN,O
114650,,the,DT,O
114651,,resolution,NN,B-OBJ
114652,,preferred,VBN,O
114653,,by,IN,O
114654,,the,DT,O
114655,,Bosnian,NNP,O
114656,,Serbs,NNPS,O
114657,,.,.,O
114658,6035,Latest,JJS,O
114659,,figures,NNS,B-SUBJ
114660,,show,VBP,O
114661,,unemployment,NN,B-OBJ
114662,,in,IN,O
114663,,Wales,NNP,O
114664,,is,VBZ,O
114665,,rising,VBG,O
114666,,again,RB,O
114667,,despite,IN,O
114668,,falls,NNP,O
114669,,in,IN,O
114670,,the,DT,O
114671,,previous,JJ,O
114672,,two,CD,O
114673,,months,NNS,O
114674,,.,.,O
114675,6036,When,WRB,O
114676,,the,DT,O
114677,,Anatolian,NNP,O
114678,,language,NN,B-SUBJ
114679,,went,VBD,O
114680,,away,RP,O
114681,,from,IN,O
114682,,the,DT,O
114683,,community,NN,B-OBJ
114684,,",",",",O
114685,,it,PRP,O
114686,,continued,VBD,O
114687,,its,PRP$,O
114688,,dialectal,JJ,O
114689,,divisions,NNS,O
114690,,.,.,O
114691,6037,The,DT,O
114692,,tides,NNS,B-SUBJ
114693,,caused,VBN,O
114694,,by,IN,O
114695,,the,DT,O
114696,,sun,NN,B-OBJ
114697,,follow,VBP,O
114698,,the,DT,O
114699,,exact,JJ,O
114700,,same,JJ,O
114701,,methods,NNS,O
114702,,as,IN,O
114703,,those,DT,O
114704,,by,IN,O
114705,,the,DT,O
114706,,moon,NN,O
114707,,.,.,O
114708,6038,The,DT,O
114709,,organizers,NNS,B-SUBJ
114710,,of,IN,O
114711,,the,DT,O
114712,,retreat,NN,O
114713,,near,IN,O
114714,,Lake,NNP,O
114715,,Placid,NNP,O
114716,,threw,VBD,O
114717,,together,RP,O
114718,,a,DT,O
114719,,group,NN,B-OBJ
114720,,of,IN,O
114721,,people,NNS,O
114722,,on,IN,O
114723,,a,DT,O
114724,,hunch,NN,O
114725,,.,.,O
114726,6039,This,DT,O
114727,,study,NN,B-SUBJ
114728,,aimed,VBN,O
114729,,at,IN,O
114730,,assessing,VBG,O
114731,,the,DT,O
114732,,processing,VBG,B-OBJ
114733,,time,NN,I-OBJ
114734,,of,IN,O
114735,,a,DT,O
114736,,natural,JJ,O
114737,,scene,NN,O
114738,,in,IN,O
114739,,a,DT,O
114740,,fast,JJ,O
114741,,categorization,NN,O
114742,,task,NN,O
114743,,of,IN,O
114744,,its,PRP$,O
114745,,context,NN,O
114746,,or,CC,O
114747,,`,``,O
114748,,gist,NN,O
114749,,','',O
114750,,.,.,O
114751,6040,Athens,NNP,O
114752,,",",",",O
114753,,in,IN,O
114754,,his,PRP$,O
114755,,time,NN,O
114756,,",",",",O
114757,,was,VBD,O
114758,,strictly,RB,O
114759,,a,DT,O
114760,,portion,NN,O
114761,,of,IN,O
114762,,feudal,JJ,O
114763,,Europe,NNP,O
114764,,",",",",O
114765,,and,CC,O
114766,,the,DT,O
114767,,chivalry,NN,B-SUBJ
114768,,of,IN,O
114769,,Athenian,JJ,O
114770,,dukes,NNS,B-OBJ
114771,,was,VBD,O
114772,,familiar,JJ,O
114773,,to,TO,O
114774,,those,DT,O
114775,,for,IN,O
114776,,whom,WP,O
114777,,he,PRP,O
114778,,wrote,VBD,O
114779,,",",",",O
114780,,and,CC,O
114781,,wherever,WRB,O
114782,,chivalry,NN,O
114783,,was,VBD,O
114784,,in,IN,O
114785,,esteem,NN,O
114786,,;,:,O
114787,,and,CC,O
114788,,when,WRB,O
114789,,he,PRP,O
114790,,described,VBD,O
114791,,a,DT,O
114792,,fatal,JJ,O
114793,,battle,NN,O
114794,,in,IN,O
114795,,the,DT,O
114796,,plain,NN,O
114797,,of,IN,O
114798,,Thebes,NNP,O
114799,,",",",",O
114800,,the,DT,O
114801,,slaughter,NN,O
114802,,of,IN,O
114803,,knights,NNS,O
114804,,",",",",O
114805,,the,DT,O
114806,,despair,NN,O
114807,,of,IN,O
114808,,their,PRP$,O
114809,,ladies,NNS,O
114810,,",",",",O
114811,,he,PRP,O
114812,,recalled,VBD,O
114813,,a,DT,O
114814,,great,JJ,O
114815,,catastrophe,NN,O
114816,,recent,JJ,O
114817,,in,IN,O
114818,,men,NNS,O
114819,,'s,POS,O
114820,,memories,NNS,O
114821,,.,.,O
114822,6041,Elderberry,JJ,B-SUBJ
114823,,wine,NN,B-OBJ
114824,,has,VBZ,O
114825,,a,DT,O
114826,,unique,JJ,O
114827,,flavor,NN,O
114828,,that,WDT,O
114829,,changes,VBZ,O
114830,,considerably,RB,O
114831,,over,IN,O
114832,,time,NN,O
114833,,.,.,O
114834,6042,All,PDT,O
114835,,that,DT,O
114836,,has,VBZ,O
114837,,changed,VBN,O
114838,,after,IN,O
114839,,the,DT,O
114840,,arrival,NN,O
114841,,",",",",O
114842,,last,JJ,O
114843,,month,NN,O
114844,,",",",",O
114845,,of,IN,O
114846,,a,DT,O
114847,,handful,NN,O
114848,,of,IN,O
114849,,socialist,JJ,O
114850,,environmental,JJ,O
114851,,campaigners,NNS,B-SUBJ
114852,,from,IN,O
114853,,the,DT,O
114854,,group,NN,B-OBJ
114855,,.,.,O
114856,6043,In,IN,O
114857,,1946,CD,O
114858,,",",",",O
114859,,Maytag,NNP,O
114860,,began,VBD,O
114861,,marketing,VBG,O
114862,,a,DT,O
114863,,separate,JJ,O
114864,,line,NN,O
114865,,of,IN,O
114866,,ranges,NNS,O
114867,,and,CC,O
114868,,refrigerators,NNS,B-SUBJ
114869,,made,VBN,O
114870,,by,IN,O
114871,,other,JJ,O
114872,,companies,NNS,B-OBJ
114873,,under,IN,O
114874,,the,DT,O
114875,,Maytag,NNP,O
114876,,name,NN,O
114877,,.,.,O
114878,6044,Maybe,RB,O
114879,,a,DT,O
114880,,few,JJ,O
114881,,times,NNS,O
114882,,my,PRP$,O
114883,,boobs,NNS,B-SUBJ
114884,,have,VBP,O
114885,,popped,VBN,O
114886,,out,RP,O
114887,,of,IN,O
114888,,an,DT,O
114889,,outfit,NN,B-OBJ
114890,,but,CC,O
114891,,that,DT,O
114892,,happens,VBZ,O
114893,,.,.,O
114894,6045,Lionsgate,NNP,O
114895,,has,VBZ,O
114896,,announced,VBN,O
114897,,that,IN,O
114898,,they,PRP,O
114899,,have,VBP,O
114900,,pulled,VBN,O
114901,,the,DT,O
114902,,film,NN,B-SUBJ
114903,,from,IN,O
114904,,its,PRP$,O
114905,,release,NN,O
114906,,date,NN,B-OBJ
114907,,",",",",O
114908,,but,CC,O
114909,,as,RB,O
114910,,of,IN,O
114911,,yet,RB,O
114912,,have,VBP,O
114913,,not,RB,O
114914,,announced,VBN,O
114915,,when,WRB,O
114916,,we,PRP,O
114917,,can,MD,O
114918,,expect,VB,O
114919,,to,TO,O
114920,,dee,VB,O
114921,,the,DT,O
114922,,movie,NN,O
114923,,in,IN,O
114924,,theaters,NNS,O
114925,,.,.,O
114926,6046,You,PRP,O
114927,,have,VBP,O
114928,,added,VBN,O
114929,,keys,NNS,B-SUBJ
114930,,into,IN,O
114931,,the,DT,O
114932,,memory,NN,B-OBJ
114933,,on,IN,O
114934,,the,DT,O
114935,,remote,JJ,O
114936,,systems,NNS,O
114937,,.,.,O
114938,6047,The,DT,O
114939,,debacle,NN,B-SUBJ
114940,,was,VBD,O
114941,,the,DT,O
114942,,topic,NN,O
114943,,of,IN,O
114944,,conversation,NN,B-OBJ
114945,,for,IN,O
114946,,days,NNS,O
114947,,.,.,O
114948,6048,I,PRP,O
114949,,forgot,VBD,O
114950,,to,TO,O
114951,,shut,VB,O
114952,,the,DT,O
114953,,bathroom,NN,O
114954,,door,NN,O
114955,,before,IN,O
114956,,showering,VBG,O
114957,,and,CC,O
114958,,the,DT,O
114959,,steam,NN,B-SUBJ
114960,,set,VBD,O
114961,,off,RP,O
114962,,the,DT,O
114963,,smoke,NN,O
114964,,alarm,NN,B-OBJ
114965,,on,IN,O
114966,,the,DT,O
114967,,wall,NN,O
114968,,between,IN,O
114969,,the,DT,O
114970,,bathroom,NN,O
114971,,and,CC,O
114972,,my,PRP$,O
114973,,bedroom,NN,O
114974,,.,.,O
114975,6049,Mekong,NNP,O
114976,,is,VBZ,O
114977,,a,DT,O
114978,,35,CD,O
114979,,percent,NN,O
114980,,-LRB-,-LRB-,O
114981,,70,CD,O
114982,,proof,NN,O
114983,,-RRB-,-RRB-,O
114984,,rice,NN,B-SUBJ
114985,,whisky,NN,B-OBJ
114986,,famous,JJ,O
114987,,in,IN,O
114988,,Thailand,NNP,O
114989,,as,IN,O
114990,,the,DT,O
114991,,drink,NN,O
114992,,of,IN,O
114993,,choice,NN,O
114994,,for,IN,O
114995,,the,DT,O
114996,,blue,JJ,O
114997,,collar,NN,O
114998,,workforce,NN,O
114999,,.,.,O
115000,6050,A,DT,O
115001,,Katrina-like,JJ,O
115002,,hurricane,NN,O
115003,,eventually,RB,O
115004,,collapses,VBZ,O
115005,,the,DT,O
115006,,slapdash,JJ,O
115007,,apartment,NN,O
115008,,buildings,NNS,B-SUBJ
115009,,the,DT,O
115010,,villains,NNS,B-OBJ
115011,,have,VBP,O
115012,,constructed,VBN,O
115013,,",",",",O
115014,,killing,VBG,O
115015,,the,DT,O
115016,,guilty,JJ,O
115017,,and,CC,O
115018,,innocent,JJ,O
115019,,alike,RB,O
115020,,.,.,O
115021,6051,This,DT,O
115022,,article,NN,B-SUBJ
115023,,introduces,VBZ,O
115024,,feminist,NN,O
115025,,and,CC,O
115026,,women,NNS,O
115027,,'s,POS,O
115028,,rights,NNS,O
115029,,arguments,NNS,B-OBJ
115030,,.,.,O
115031,6052,Characteristics,NNS,O
115032,,of,IN,O
115033,,a,DT,O
115034,,vacuum,NN,O
115035,,spark,VB,B-SUBJ
115036,,triggered,VBN,O
115037,,by,IN,O
115038,,the,DT,O
115039,,transient,JJ,O
115040,,hollowcathode,JJ,O
115041,,discharge,NN,O
115042,,electron,NN,O
115043,,beam,NN,B-OBJ
115044,,.,.,O
115045,6053,Lemon,NNP,B-SUBJ
115046,,cake,NNP,B-OBJ
115047,,is,VBZ,O
115048,,my,PRP$,O
115049,,husband,NN,O
115050,,'s,POS,O
115051,,favorite,NN,O
115052,,.,.,O
115053,6054,Some,DT,O
115054,,of,IN,O
115055,,you,PRP,O
115056,,remember,VBP,O
115057,,the,DT,O
115058,,story,NN,O
115059,,of,IN,O
115060,,William,NNP,O
115061,,Kamkwamba,NNP,O
115062,,",",",",O
115063,,the,DT,O
115064,,boy,NN,B-SUBJ
115065,,who,WP,O
115066,,at,IN,O
115067,,14,CD,O
115068,,built,VBD,O
115069,,a,DT,O
115070,,12-watt,JJ,O
115071,,windmill,NN,B-OBJ
115072,,from,IN,O
115073,,improvised,JJ,O
115074,,materials,NNS,O
115075,,for,IN,O
115076,,his,PRP$,O
115077,,famine-stricken,JJ,O
115078,,home,NN,O
115079,,in,IN,O
115080,,Africa,NNP,O
115081,,.,.,O
115082,6055,She,PRP,O
115083,,painted,VBD,O
115084,,the,DT,O
115085,,socket,NN,B-SUBJ
115086,,of,IN,O
115087,,the,DT,O
115088,,bulb,NN,B-OBJ
115089,,with,IN,O
115090,,black,JJ,O
115091,,paint,NN,O
115092,,",",",",O
115093,,using,VBG,O
115094,,a,DT,O
115095,,cotton,NN,O
115096,,swab,NN,O
115097,,.,.,O
115098,6056,The,DT,O
115099,,fuel,NN,O
115100,,processor,NN,O
115101,,system,NN,B-SUBJ
115102,,of,IN,O
115103,,the,DT,O
115104,,invention,NN,O
115105,,generates,VBZ,O
115106,,hydrogen,NN,B-OBJ
115107,,from,IN,O
115108,,a,DT,O
115109,,hydrocarbon,NN,O
115110,,compound,NN,O
115111,,or,CC,O
115112,,from,IN,O
115113,,mixtures,NNS,O
115114,,of,IN,O
115115,,hydrocarbon,NN,O
115116,,compounds,NNS,O
115117,,.,.,O
115118,6057,The,DT,O
115119,,sliding,JJ,O
115120,,bar,NN,O
115121,,assembly,NN,B-SUBJ
115122,,is,VBZ,O
115123,,attached,VBN,O
115124,,to,TO,O
115125,,the,DT,O
115126,,removable,JJ,O
115127,,panel,NN,B-OBJ
115128,,and,CC,O
115129,,the,DT,O
115130,,bush,NN,O
115131,,is,VBZ,O
115132,,mounted,VBN,O
115133,,to,TO,O
115134,,the,DT,O
115135,,panel,NN,O
115136,,'s,POS,O
115137,,stationary,JJ,O
115138,,support,NN,O
115139,,.,.,O
115140,6058,The,DT,O
115141,,design,NN,B-SUBJ
115142,,unveiled,VBN,O
115143,,yesterday,NN,O
115144,,by,IN,O
115145,,the,DT,O
115146,,architects,NNS,B-OBJ
115147,,is,VBZ,O
115148,,on,IN,O
115149,,a,DT,O
115150,,more,RBR,O
115151,,human,JJ,O
115152,,scale,NN,O
115153,,than,IN,O
115154,,the,DT,O
115155,,American,JJ,O
115156,,and,CC,O
115157,,Spanish,JJ,O
115158,,projects,NNS,O
115159,,.,.,O
115160,6059,This,DT,O
115161,,particular,JJ,O
115162,,X-ray,NN,O
115163,,machine,NN,B-SUBJ
115164,,has,VBZ,O
115165,,a,DT,O
115166,,timer,NN,B-OBJ
115167,,on,IN,O
115168,,it,PRP,O
115169,,that,IN,O
115170,,they,PRP,O
115171,,used,VBD,O
115172,,for,IN,O
115173,,exposure,NN,O
115174,,time,NN,O
115175,,.,.,O
115176,6060,The,DT,O
115177,,disparity,NN,B-SUBJ
115178,,became,VBD,O
115179,,the,DT,O
115180,,topic,NN,O
115181,,for,IN,O
115182,,her,PRP$,O
115183,,doctoral,JJ,O
115184,,dissertation,NN,B-OBJ
115185,,.,.,O
115186,6061,My,PRP$,O
115187,,friend,NN,B-SUBJ
115188,,travels,VBZ,O
115189,,into,IN,O
115190,,several,JJ,O
115191,,countries,NNS,B-OBJ
115192,,in,IN,O
115193,,Northern,NNP,O
115194,,Europe,NNP,O
115195,,by,IN,O
115196,,himself,PRP,O
115197,,.,.,O
115198,6062,This,DT,O
115199,,document,NN,B-SUBJ
115200,,reflects,VBZ,O
115201,,the,DT,O
115202,,best,JJS,O
115203,,browser,NN,O
115204,,settings,NNS,B-OBJ
115205,,for,IN,O
115206,,use,NN,O
115207,,with,IN,O
115208,,a,DT,O
115209,,Macintosh,NNP,O
115210,,system,NN,O
115211,,.,.,O
115212,6063,The,DT,O
115213,,paste,NN,B-SUBJ
115214,,was,VBD,O
115215,,put,VBN,O
115216,,inside,IN,O
115217,,a,DT,O
115218,,wrap,NN,B-OBJ
115219,,which,WDT,O
115220,,reminded,VBD,O
115221,,me,PRP,O
115222,,of,IN,O
115223,,a,DT,O
115224,,Chinese,JJ,O
115225,,mu-shu,JJ,O
115226,,wrapper,NN,O
115227,,.,.,O
115228,6064,Sky,NNP,O
115229,,transfer,NN,O
115230,,has,VBZ,O
115231,,taken,VBN,O
115232,,cycling,VBG,B-SUBJ
115233,,into,IN,O
115234,,the,DT,O
115235,,football,NN,B-OBJ
115236,,age,NN,I-OBJ
115237,,.,.,O
115238,6065,The,DT,O
115239,,electrician,NN,B-SUBJ
115240,,carries,VBZ,O
115241,,out,RP,O
115242,,audibility,JJ,O
115243,,checks,NNS,B-OBJ
115244,,throughout,IN,O
115245,,the,DT,O
115246,,building,NN,O
115247,,during,IN,O
115248,,the,DT,O
115249,,drill,NN,O
115250,,.,.,O
115251,6066,We,PRP,O
115252,,placed,VBD,O
115253,,the,DT,O
115254,,burlap,NN,B-SUBJ
115255,,into,IN,O
115256,,the,DT,O
115257,,bucket,NN,B-OBJ
115258,,as,IN,O
115259,,lining,NN,O
115260,,.,.,O
115261,6067,That,DT,O
115262,,puts,VBZ,O
115263,,you,PRP,O
115264,,a,DT,O
115265,,little,JJ,O
115266,,above,IN,O
115267,,the,DT,O
115268,,recomendations,NNS,B-SUBJ
115269,,from,IN,O
115270,,the,DT,O
115271,,article,NN,B-OBJ
115272,,I,PRP,O
115273,,linked,VBD,O
115274,,",",",",O
115275,,but,CC,O
115276,,not,RB,O
115277,,rediculously,RB,O
115278,,so,RB,O
115279,,.,.,O
115280,6068,The,DT,O
115281,,leukocytes,NNS,B-SUBJ
115282,,migrated,VBD,O
115283,,into,IN,O
115284,,the,DT,O
115285,,body,NN,O
115286,,tissues,NNS,B-OBJ
115287,,to,TO,O
115288,,take,VB,O
115289,,up,RP,O
115290,,a,DT,O
115291,,permanent,JJ,O
115292,,residence,NN,O
115293,,at,IN,O
115294,,that,DT,O
115295,,location,NN,O
115296,,rather,RB,O
115297,,than,IN,O
115298,,remaining,JJ,O
115299,,in,IN,O
115300,,the,DT,O
115301,,blood,NN,O
115302,,.,.,O
115303,6069,A,DT,O
115304,,dehydrator,NN,B-SUBJ
115305,,is,VBZ,O
115306,,best,JJS,O
115307,,for,IN,O
115308,,the,DT,O
115309,,drying,NN,B-OBJ
115310,,of,IN,O
115311,,high,JJ,O
115312,,moisture,NN,O
115313,,herbs,NNS,O
115314,,.,.,O
115315,6070,The,DT,O
115316,,dagger,NN,B-SUBJ
115317,,was,VBD,O
115318,,inside,IN,O
115319,,a,DT,O
115320,,wooden,JJ,B-OBJ
115321,,sheath,NN,I-OBJ
115322,,which,WDT,O
115323,,is,VBZ,O
115324,,actually,RB,O
115325,,a,DT,O
115326,,walking,NN,O
115327,,stick,NN,O
115328,,.,.,O
115329,6071,Ships,NNS,B-SUBJ
115330,,heading,VBG,O
115331,,north,RB,O
115332,,and,CC,O
115333,,eastward,RB,O
115334,,across,IN,O
115335,,the,DT,O
115336,,North,NNP,O
115337,,Atlantic,NNP,O
115338,,stayed,VBD,O
115339,,in,IN,O
115340,,the,DT,O
115341,,current,JJ,B-OBJ
115342,,.,.,O
115343,6072,Jack,NNP,O
115344,,and,CC,O
115345,,Jill,NNP,O
115346,,are,VBP,O
115347,,lying,VBG,O
115348,,on,IN,O
115349,,the,DT,O
115350,,floor,NN,B-SUBJ
115351,,inside,IN,O
115352,,the,DT,O
115353,,house,NN,B-OBJ
115354,,dead,NN,O
115355,,.,.,O
115356,6073,This,DT,O
115357,,revolutionary,JJ,O
115358,,system,NN,B-SUBJ
115359,,contains,VBZ,O
115360,,DVD,NN,O
115361,,'s,POS,O
115362,,reference,NN,B-OBJ
115363,,guides,NNS,I-OBJ
115364,,",",",",O
115365,,phone,NN,O
115366,,and,CC,O
115367,,online,JJ,O
115368,,support,NN,O
115369,,and,CC,O
115370,,much,RB,O
115371,,more,JJR,O
115372,,-LRB-,-LRB-,O
115373,,It,PRP,O
115374,,'s,VBZ,O
115375,,like,IN,O
115376,,having,VBG,O
115377,,your,PRP$,O
115378,,own,JJ,O
115379,,personal,JJ,O
115380,,weight,NN,O
115381,,loss,NN,O
115382,,coach,NN,O
115383,,24/7,CD,O
115384,,-RRB-,-RRB-,O
115385,,.,.,O
115386,6074,Professional,NNP,O
115387,,painters,NNS,B-SUBJ
115388,,use,VBP,O
115389,,a,DT,O
115390,,5-gallon,JJ,O
115391,,bucket,NN,B-OBJ
115392,,with,IN,O
115393,,a,DT,O
115394,,roller,NN,O
115395,,screen,NN,O
115396,,.,.,O
115397,6075,A,DT,O
115398,,gas,NN,B-SUBJ
115399,,is,VBZ,O
115400,,enclosed,VBN,O
115401,,in,IN,O
115402,,a,DT,O
115403,,container,NN,B-OBJ
115404,,fitted,VBN,O
115405,,with,IN,O
115406,,a,DT,O
115407,,piston,NN,O
115408,,of,IN,O
115409,,cross-sectional,JJ,O
115410,,area,NN,O
115411,,0.10,CD,O
115412,,mz,NN,O
115413,,.,.,O
115414,6076,Each,DT,O
115415,,year,NN,O
115416,,",",",",O
115417,,many,JJ,O
115418,,infants,NNS,O
115419,,and,CC,O
115420,,toddlers,NNS,O
115421,,die,VBP,O
115422,,due,JJ,O
115423,,to,TO,O
115424,,suffocation,VB,B-SUBJ
115425,,from,IN,O
115426,,breathing,VBG,B-OBJ
115427,,small,JJ,O
115428,,objects,NNS,O
115429,,into,IN,O
115430,,their,PRP$,O
115431,,breathing,NN,O
115432,,passages,NNS,O
115433,,and,CC,O
115434,,lungs,NNS,O
115435,,.,.,O
115436,6077,The,DT,O
115437,,flu,NN,B-SUBJ
115438,,shot,NN,I-SUBJ
115439,,was,VBD,O
115440,,given,VBN,O
115441,,to,TO,O
115442,,young,JJ,O
115443,,children,NNS,B-OBJ
115444,,",",",",O
115445,,pregnant,JJ,O
115446,,women,NNS,O
115447,,",",",",O
115448,,and,CC,O
115449,,elders,NNS,O
115450,,first,RB,O
115451,,.,.,O
115452,6078,Transient,JJ,O
115453,,reduced,VBN,O
115454,,electronic,JJ,O
115455,,dynamics,NNS,O
115456,,at,IN,O
115457,,low,JJ,O
115458,,temperatures,NNS,O
115459,,has,VBZ,O
115460,,been,VBN,O
115461,,attempted,VBN,O
115462,,by,IN,O
115463,,researchers,NNS,B-SUBJ
115464,,using,VBG,O
115465,,QDT,NNP,O
115466,,approaches,NNS,B-OBJ
115467,,.,.,O
115468,6079,Ultimately,RB,O
115469,,",",",",O
115470,,this,DT,O
115471,,began,VBD,O
115472,,to,TO,O
115473,,shake,VB,O
115474,,the,DT,O
115475,,confidence,NN,O
115476,,of,IN,O
115477,,people,NNS,O
115478,,in,IN,O
115479,,the,DT,O
115480,,union,NN,B-SUBJ
115481,,of,IN,O
115482,,the,DT,O
115483,,provinces,NNS,B-OBJ
115484,,.,.,O
115485,6080,Solutions,NNPS,B-SUBJ
115486,,to,TO,O
115487,,these,DT,O
115488,,exercises,NNS,O
115489,,have,VBP,O
115490,,been,VBN,O
115491,,provided,VBN,O
115492,,in,IN,O
115493,,the,DT,O
115494,,appendix,NN,B-OBJ
115495,,.,.,O
115496,6081,Aware,NNP,O
115497,,of,IN,O
115498,,the,DT,O
115499,,suffering,NN,B-SUBJ
115500,,caused,VBD,O
115501,,by,IN,O
115502,,the,DT,O
115503,,destruction,NN,B-OBJ
115504,,of,IN,O
115505,,life,NN,O
115506,,",",",",O
115507,,I,PRP,O
115508,,am,VBP,O
115509,,committed,VBN,O
115510,,to,TO,O
115511,,cultivating,VBG,O
115512,,compassion,NN,O
115513,,and,CC,O
115514,,learning,VBG,O
115515,,ways,NNS,O
115516,,to,TO,O
115517,,protect,VB,O
115518,,the,DT,O
115519,,lives,NNS,O
115520,,of,IN,O
115521,,people,NNS,O
115522,,",",",",O
115523,,animals,NNS,O
115524,,",",",",O
115525,,plants,NNS,O
115526,,",",",",O
115527,,and,CC,O
115528,,minerals,NNS,O
115529,,.,.,O
115530,6082,The,DT,O
115531,,story,NN,B-SUBJ
115532,,was,VBD,O
115533,,related,VBN,O
115534,,in,IN,O
115535,,the,DT,O
115536,,Adevarul,NNP,O
115537,,newspaper,NN,O
115538,,'s,POS,O
115539,,online,JJ,O
115540,,edition,NN,B-OBJ
115541,,.,.,O
115542,6083,The,DT,O
115543,,cocaine,NN,B-SUBJ
115544,,was,VBD,O
115545,,concealed,VBN,O
115546,,inside,IN,O
115547,,a,DT,O
115548,,teddy,JJ,B-OBJ
115549,,bear,NN,I-OBJ
115550,,.,.,O
115551,6084,Even,RB,O
115552,,way,RB,O
115553,,back,RB,O
115554,,in,IN,O
115555,,the,DT,O
115556,,San,NNP,O
115557,,Francisco,NNP,O
115558,,earthquake,NN,O
115559,,",",",",O
115560,,most,JJS,O
115561,,of,IN,O
115562,,the,DT,O
115563,,damage,NN,O
115564,,was,VBD,O
115565,,caused,VBN,O
115566,,by,IN,O
115567,,fire,NN,B-SUBJ
115568,,after,IN,O
115569,,the,DT,O
115570,,earthquake,NN,B-OBJ
115571,,.,.,O
115572,6085,These,DT,O
115573,,three-dimensional,JJ,O
115574,,lithographs,NNS,O
115575,,are,VBP,O
115576,,similar,JJ,O
115577,,to,TO,O
115578,,the,DT,O
115579,,paper,NN,O
115580,,constructions,NNS,O
115581,,of,IN,O
115582,,Red,NNP,O
115583,,Grooms,NNPS,O
115584,,and,CC,O
115585,,an,DT,O
115586,,impressive,JJ,O
115587,,installation,NN,O
